"","survey","survey_year","survey_name","canonical_name","canonical_operator"
"555","BART",2015,"SolTrans Route 78 Vallejo/Walnut Creek Bart","78 Vallejo/Walnut Creek Bart","SolTrans"
"556","BART",2015,"Muni Route 6 Haight-Parnassus","6 Haight Parnassus","SF Muni"
"557","BART",2015,"Muni Cable Car - Powell/Hyde","Powell Hyde Cable Car","SF Muni"
"558","BART",2015,"SolTrans Route 80 Vallejo/El Cerrito Del Norte BART","80 Vallejo/El Cerrito Del Norte BART","SolTrans"
"559","BART",2015,"SamTrans Route ECR Palo Alto - Daly City","ECR Palo Alto - Daly City","SamTrans"
"560","BART",2015,"AC Transit Route 1R International Rapid","1R International Rapid","AC Transit"
"561","BART",2015,"Muni Route 5L Fulton_Limited","5L Fulton_Limited","SF Muni"
"562","BART",2015,"Muni Route 47 Van Ness","47 Van Ness","SF Muni"
"563","BART",2015,"SamTrans Route 121  Skyline College  Daly City BART","121 Skyline College Daly City BART","SamTrans"
"564","BART",2015,"UCSF Shuttle - Mission Bay, Parnassus (16th St)","UCSF Shuttle - Mission Bay, Parnassus (16th St)","UCSF"
"565","BART",2015,"CPMC Hospital Shuttle (Civic Ctr, 24th St)","CPMC Hospital Shuttle (Civic Ctr, 24th St)","CPMC"
"566","BART",2015,"SamTrans Route 250  Downtown San Mateo  College of San Mateo","250 Downtown San Mateo College of San Mateo","SamTrans"
"567","BART",2015,"County Connection Route 35 BART Dublin/San Ramon","35 BART Dublin/San Ramon","County Connection"
"568","BART",2015,"Caltrain LOCAL Local 100","Local 100","Caltrain"
"569","BART",2015,"Tri Delta Transit Route 300 Pittsburg BART / Brentwood Park & Ride"," 300 Pittsburg BART / Brentwood Park & Ride","Tri Delta"
"570","BART",2015,"Rio Vista Delta Breeze Route 52 State Route 160 Express","52 State Route 160 Express","Rio Vista Delta"
"571","BART",2015,"Tri Delta Transit Route 387 Pittsburg BART / Antioch"," 387 Pittsburg BART / Antioch","Tri Delta"
"572","BART",2015,"Tri Delta Transit Route 380 Pittsburg BART / Antioch"," 380 Pittsburg BART / Antioch","Tri Delta"
"573","BART",2015,"Tri Delta Transit Route 390 Pittsburg BART / Hillcrest Park & Ride"," 390 Pittsburg BART / Hillcrest Park & Ride","Tri Delta"
"574","BART",2015,"County Connection Route 20 DVC/BART Concord","20 DVC/BART Concord","County Connection"
"575","BART",2015,"AC Transit Route 72M Point Richmond to Oakland Amtrak","72M Point Richmond to Oakland Amtrak","AC Transit"
"576","BART",2015,"County Connection Route 16 AMTRAK/BART Concord","16 AMTRAK/BART Concord","County Connection"
"577","BART",2015,"County Connection Route 10 BART Concord/Clayton","10 BART Concord/Clayton","County Connection"
"578","BART",2015,"County Connection Route 15 Treat Blvd","15 Treat Blvd","County Connection"
"579","BART",2015,"Tri Delta Transit Route 388 Pittsburg BART / Hillcrest Park & Ride"," 388 Pittsburg BART / Hillcrest Park & Ride","Tri Delta"
"580","BART",2015,"Tri Delta Transit Route 391 Pittsburg BART / Brentwood Park & Ride"," 391 Pittsburg BART / Brentwood Park & Ride","Tri Delta"
"581","BART",2015,"AC Transit Route 376 El Cerrito Del Norte BART to Richmond Parkway Transit Center","376 El Cerrito Del Norte BART to Richmond Parkway Transit Center","AC Transit"
"582","BART",2015,"AC Transit Route 31 Alameda Point to MacArthur BART","31 Alameda Point to MacArthur BART","AC Transit"
"583","BART",2015,"County Connection Route 11 BART Concord/BART Pleasant","11 BART Concord/BART Pleasant","County Connection"
"584","BART",2015,"County Connection Route 9 DVC/BART Walnut Creek","9 DVC/BART Walnut Creek","County Connection"
"585","BART",2015,"County Connection Route 7 Shadelands/BART Pleasant Hill/BART Walnut Creek","7 Shadelands/BART Pleasant Hill/BART Walnut Creek","County Connection"
"586","BART",2015,"County Connection Route 17 BART Concord/North Concord","17 BART Concord/North Concord","County Connection"
"587","BART",2015,"County Connection Route 14 Monument Blvd","14 Monument Blvd","County Connection"
"588","BART",2015,"Tri Delta Transit Route 385 Antioch/Brentwood via Hillcrest"," 385 Antioch/Brentwood via Hillcrest","Tri Delta"
"589","BART",2015,"County Connection Route 28 BART North Concord/Martinez","28 BART North Concord/Martinez","County Connection"
"590","BART",2015,"County Connection Route 18 AMTRAK/BART Pleasant Hill","18 AMTRAK/BART Pleasant Hill","County Connection"
"591","BART",2015,"Emery Go-Round Shuttle (MacArthur)","Go-Round Shuttle (MacArthur)","Emeryville MTA"
"592","BART",2015,"County Connection Route 5 Creekside/BART Walnut Creek","5 Creekside/BART Walnut Creek","County Connection"
"593","BART",2015,"County Connection Route 21 BART Walnut Creek/San Ramon","21 BART Walnut Creek/San Ramon","County Connection"
"594","BART",2015,"Kaiser Shuttles (MacArthur, Richmond, others)","Kaiser Shuttles (MacArthur, Richmond, others)","Kaiser"
"595","BART",2015,"AC Transit Route 18 University Village  Albany  to Montclair","18 University Village Albany to Montclair","AC Transit"
"596","BART",2015,"County Connection Route 98X Martinez/BART Walnut Creek","98X Martinez/BART Walnut Creek","County Connection"
"597","BART",2015,"County Connection Route 1 Rossmoor/Shadelands","1 Rossmoor/Shadelands","County Connection"
"598","BART",2015,"WestCAT Route JL Express - Del Norte BART/Hilltop Shopping Center","JL Express - Del Norte BART/Hilltop Shopping Center","WestCAT"
"599","BART",2015,"AC Transit Route 73 Eastmont Transit Center to Oakland Airport","73 Eastmont Transit Center to Oakland Airport","AC Transit"
"600","BART",2015,"AC Transit Route 99 Bay Fair BART to Fremont BART","99 Bay Fair BART to Fremont BART","AC Transit"
"601","BART",2015,"AC Transit Route NL Eastmont Transit Center Oakland","NL Eastmont Transit Center Oakland","AC Transit"
"602","BART",2015,"AC Transit Route 71 El Cerrito Plaza BART to Richmond Parkway Transit Center","71 El Cerrito Plaza BART to Richmond Parkway Transit Center","AC Transit"
"603","BART",2015,"AC Transit Route 76 El Cerrito del Norte BART to Hilltop Mall","76 El Cerrito del Norte BART to Hilltop Mall","AC Transit"
"604","BART",2015,"CSU East Bay Shuttle (Castro Valley, Hayward, Concord)","CSU East Bay Shuttle (Castro Valley, Hayward, Concord)","CSU"
"605","BART",2015,"Muni Route 30X Marina Express","30X Marina Express","SF Muni"
"606","BART",2015,"County Connection Route 6 Lafayette/Moraga/Orinda","6 Lafayette/Moraga/Orinda","County Connection"
"607","BART",2015,"Tri Delta Transit Route 389 Pittsburg BART / Bay Point"," 389 Pittsburg BART / Bay Point","Tri Delta"
"608","BART",2015,"AC Transit Route 12 Berkeley BART to Downtown Oakland","12 Berkeley BART to Downtown Oakland","AC Transit"
"609","BART",2015,"Tri Delta Transit Route 201 Pittsburg BART to Concord BART"," 201 Pittsburg BART to Concord BART","Tri Delta"
"610","BART",2015,"AC Transit Route 70 Richmond BART to Richmond Pkwy. Transit Center","70 Richmond BART to Richmond Pkwy. Transit Center","AC Transit"
"611","BART",2015,"SamTrans Route 130  South San Francisco BART  Daly City BART","130 South San Francisco BART Daly City BART","SamTrans"
"612","BART",2015,"AC Transit Route 72R San Pablo Rapid -- Contra Costa College to Jack London Square","72R San Pablo Rapid -- Contra Costa College to Jack London Square","AC Transit"
"613","BART",2015,"AC Transit Route 52 University Village to UC Campus (Berkeley BART).","52 University Village to UC Campus (Berkeley BART).","AC Transit"
"614","BART",2015,"AC Transit Route 86 Hayward BART to South Hayward BART","86 Hayward BART to South Hayward BART","AC Transit"
"615","BART",2015,"AC Transit Route 217 Fremont BART to Great Mall","217 Fremont BART to Great Mall","AC Transit"
"616","BART",2015,"SolTrans Route 2 Gateway Plaza - Vallejo Campus/Downtown","2 Gateway Plaza - Vallejo Campus/Downtown","SolTrans"
"617","BART",2015,"AC Transit Route 75 San Leandro BART to  Bay Fair BART","75 San Leandro BART to Bay Fair BART","SLTMO"
"618","BART",2015,"WestCAT Route JPX Express - Del Norte BART to Hercules Transit Center","JPX Express - Del Norte BART to Hercules Transit Center","WestCAT"
"619","BART",2015,"San Joaquin (Amtrak)","San Joaquin (Amtrak)","San Joaquin"
"620","BART",2015,"AC Transit Route 60 Hayward BART to Cal State East Bay","60 Hayward BART to Cal State East Bay","AC Transit"
"621","BART",2015,"Wheels (LAVTA) Route 12 East Dublin / College / Northwest Livermore"," 12 East Dublin / College / Northwest Livermore","LAVTA"
"622","BART",2015,"Wheels (LAVTA) Route 10 Stoneridge - East Avenue"," 10 Stoneridge - East Avenue","LAVTA"
"623","BART",2015,"WestCAT Route JR Express - Del Norte BART/Richmond Parkway Transit Center","JR Express - Del Norte BART/Richmond Parkway Transit Center","WestCAT"
"624","BART",2015,"AC Transit Route 232 Fremont BART to New Park Mall","232 Fremont BART to New Park Mall","AC Transit"
"625","BART",2015,"AC Transit Route 93 Hayward BART to Bay Fair BART","93 Hayward BART to Bay Fair BART","AC Transit"
"626","BART",2015,"AC Transit Route 85 San Leandro BART to South Hayward BART","85 San Leandro BART to South Hayward BART","SLTMO"
"627","BART",2015,"AC Transit Route 22 Hayward BART","22 Hayward BART","AC Transit"
"628","BART",2015,"SolTrans Route 1 Rancho Vallejo/Downtown","1 Rancho Vallejo/Downtown","SolTrans"
"629","BART",2015,"AC Transit Route 1 Berkeley BART to Bay Fair BART","1 Berkeley BART to Bay Fair BART","AC Transit"
"630","BART",2015,"AC Transit Route 54 Fruitvale BART to Merritt College","54 Fruitvale BART to Merritt College","AC Transit"
"631","BART",2015,"Union City Transit Route 2 Whipple","2 Whipple","Union City"
"632","BART",2015,"AC Transit Route 32 Hayward BART  to Castro Valley BART","32 Hayward BART to Castro Valley BART","AC Transit"
"633","BART",2015,"AC Transit Route 72 Hilltop Mall to Oakland Amtrak","72 Hilltop Mall to Oakland Amtrak","AC Transit"
"634","BART",2015,"AC Transit Route 74 Marina Bay  Richmond to San Pablo Dam Rd.  El Sobrante","74 Marina Bay Richmond to San Pablo Dam Rd. El Sobrante","AC Transit"
"635","BART",2015,"UC Berkeley Campus Shuttle/Bear Transit (Downtown Berkeley)","UC Berkeley Campus Shuttle/Bear Transit (Downtown Berkeley)","UC Berkeley"
"636","BART",2015,"AC Transit Route M Hayward BART to Oracle","M Hayward BART to Oracle","AC Transit"
"637","BART",2015,"AC Transit Route 21 Dimond Dist. to Oakland Airport","21 Dimond Dist. to Oakland Airport","AC Transit"
"638","BART",2015,"Alta Bates Shuttles (MacArthur, Rockridge, Ashby)","Alta Bates Shuttles (MacArthur, Rockridge, Ashby)","AC Transit"
"639","BART",2015,"San Leandro LINKS Shuttle","San Leandro LINKS Shuttle","SLTMO"
"640","BART",2015,"VTA Route 181 SAN JOSE DIRIDON - FREMONT BART","181 SAN JOSE DIRIDON - FREMONT BART","VTA"
"641","BART",2015,"Fairfield and Suisun Transit (FAST) Route 90 Fairfield - El Cerrito Del Norte BART","90 Fairfield - El Cerrito Del Norte BART","FAST"
"642","BART",2015,"SolTrans Route 5 Discovery Kingdom / Vallejo Transit Center","5 Discovery Kingdom / Vallejo Transit Center","SolTrans"
"643","BART",2015,"AC Transit Route 215 Fremont BART to Gateway Blvd. & Lakeside Pkwy.","215 Fremont BART to Gateway Blvd. & Lakeside Pkwy.","AC Transit"
"644","BART",2015,"SolTrans Route 3 Glen Cove/South Vallejo","3 Glen Cove/South Vallejo","SolTrans"
"645","BART",2015,"Wheels (LAVTA) Route R Stoneridge - East Avenue (RAPID)"," R Stoneridge - East Avenue (RAPID)","LAVTA"
"646","BART",2015,"Golden Gate Transit Route 42 El Cerrito - Richmond - San Rafael","42 El Cerrito - Richmond - San Rafael","Golden Gate Transit"
"647","BART",2015,"Fairfield and Suisun Transit (FAST) Route 3 Outer Fairfield","3 Outer Fairfield","FAST"
"648","BART",2015,"AC Transit Route 216 Ohlone College Newark Campus to Union City BART","216 Ohlone College Newark Campus to Union City BART","Union City"
"649","BART",2015,"AC Transit Route 212 Fremont BART to NewPark Mall","212 Fremont BART to NewPark Mall","AC Transit"
"650","BART",2015,"AC Transit Route 83 Hayward BART to South Hayward BART","83 Hayward BART to South Hayward BART","AC Transit"
"651","BART",2015,"WestCAT Route JX Express - Del Norte BART to Hercules Transit Center","JX Express - Del Norte BART to Hercules Transit Center","WestCAT"
"652","BART",2015,"VTA Route 180 FREMONT BART - SAN JOSE DIRIDON STA","180 FREMONT BART - SAN JOSE DIRIDON STA","VTA"
"653","BART",2015,"WestCAT Route 16 Local - Pinole Valley to Richmond Parkway Transit Center","16 Local - Pinole Valley to Richmond Parkway Transit Center","WestCAT"
"654","BART",2015,"AC Transit Route 210 Ohlone College to Union Landing Shopping Center","210 Ohlone College to Union Landing Shopping Center","AC Transit"
"655","BART",2015,"AC Transit Route 37 Hayward BART to South Hayward BART","37 Hayward BART to South Hayward BART","AC Transit"
"656","BART",2015,"Fairfield and Suisun Transit (FAST) Route 30 Fairfield - Davis/Sacramento","30 Fairfield - Davis/Sacramento","FAST"
"657","BART",2015,"AC Transit Route 25 El Cerrito Plaza BART","25 El Cerrito Plaza BART","AC Transit"
"658","BART",2015,"Golden Gate Transit Route 40 El Cerrito - Richmond - San Rafael","40 El Cerrito - Richmond - San Rafael","Golden Gate Transit"
"659","BART",2015,"Muni Route 25 Treasure Island","25 Treasure Island","SF Muni"
"660","BART",2015,"AC Transit Route 98 Coliseum BART  Edgewater Dr.","98 Coliseum BART Edgewater Dr.","AC Transit"
"661","BART",2015,"AC Transit Route 200 Union City BART  Fremont BART","200 Union City BART Fremont BART","Union City"
"662","BART",2015,"Golden Gate Transit Route 45 Terra Linda - Kaiser Hospital - San Rafael","45 Terra Linda - Kaiser Hospital - San Rafael","Golden Gate Transit"
"663","BART",2015,"AC Transit Route 88 Berkeley BART to Lake Merritt BART","88 Berkeley BART to Lake Merritt BART","AC Transit"
"664","BART",2015,"AC Transit Route 251 Fremont BART  to NewPark Mall","251 Fremont BART to NewPark Mall","AC Transit"
"665","BART",2015,"SolTrans Route 85 Vallejo Transit Center/Fairfield","85 Vallejo Transit Center/Fairfield","SolTrans"
"666","BART",2015,"San Francisco State (SFSU) Shuttle (Daly City)","San Francisco State (SFSU) Shuttle (Daly City)","SFSU"
"667","BART",2015,"AC Transit Route 58L Oakland Amtrak to Eastmont Transit Center","58L Oakland Amtrak to Eastmont Transit Center","AC Transit"
"668","BART",2015,"WestCAT Route 30Z Regional - Hercules Transit Center to Martinez Amtrak Station","30Z Regional - Hercules Transit Center to Martinez Amtrak Station","WestCAT"
"669","BART",2015,"Union City Transit Route 5 Dyer","5 Dyer","Union City"
"670","BART",2015,"Alameda County employee shuttle (Lake Merritt, 12th St, Hayward)","Alameda County employee shuttle (Lake Merritt, 12th St, Hayward)","Alameda County"
"671","BART",2015,"Wheels (LAVTA) Route 20 East Dublin - East Livermore Express"," 20 East Dublin - East Livermore Express","LAVTA"
"672","BART",2015,"Dumbarton Express Route DB1 Union City BART to Stanford Industrial Park"," DB1 Union City BART to Stanford Industrial Park","Union City"
"673","BART",2015,"Golden Gate Transit Route 70 Novato - San Francisco","70 Novato - San Francisco","Golden Gate Transit"
"674","BART",2015,"AC Transit Route 94 Hayward BART to Hayward High School.","94 Hayward BART to Hayward High School.","AC Transit"
"675","BART",2015,"Fairfield and Suisun Transit (FAST) Route 1 Fairfield Transit Center - Walmart","1 Fairfield Transit Center - Walmart","FAST"
"676","BART",2015,"AC Transit Route 11 Dimond District  Oakland","11 Dimond District Oakland","AC Transit"
"677","BART",2015,"Muni Route 12 Folsom/Pacific","12 Folsom Pacific","SF Muni"
"678","BART",2015,"AC Transit Route 275 Union City BART  Loop","275 Union City BART Loop","Union City"
"679","BART",2015,"AC Transit Route 48 Hayward BART to Bay Fair BART","48 Hayward BART to Bay Fair BART","AC Transit"
"680","BART",2015,"WestCAT Route 11 Local - Crockett  to Hercules Transit Center.","11 Local - Crockett to Hercules Transit Center.","WestCAT"
"681","BART",2015,"Dumbarton Express Route DB Union City BART to Stanford Oval"," DB Union City BART to Stanford Oval","Union City"
"682","BART",2015,"Golden Gate Transit Route 23 Shoreline Parkway - Fairfax - Manor","23 Shoreline Parkway - Fairfax - Manor","Golden Gate Transit"
"683","BART",2015,"VINE Route 29 29 Commuter Express","29 Commuter Express","Napa Vine"
"684","BART",2015,"AC Transit Route 95 Hayward BART to Fairview District","95 Hayward BART to Fairview District","AC Transit"
"685","BART",2015,"LBL / Lawrence Berkeley Lab Shuttle (Downtown Berkeley, Rockridge)","LBL / Lawrence Berkeley Lab Shuttle (Downtown Berkeley, Rockridge)","LBL"
"686","BART",2015,"Muni Cable Car - California","California Cable Car","SF Muni"
"687","BART",2015,"Muni Route 27 Bryant","27 Bryant","SF Muni"
"688","BART",2015,"AC Transit Route 62 West Oakland BART to Fruitvale BART","62 West Oakland BART to Fruitvale BART","AC Transit"
"689","BART",2015,"County Connection Route 25 BART Lafayette/BART Walnut Creek","25 BART Lafayette/BART Walnut Creek","County Connection"
"690","BART",2015,"SamTrans Route 120  Colma BART  Daly City BART","120 Colma BART Daly City BART","SamTrans"
"691","BART",2015,"AC Transit Route 89 San Leandro BART  to Bay Fair BART","89 San Leandro BART to Bay Fair BART","SLTMO"
"692","BART",2015,"Muni Route 28L 19th Avenue Limited","28L 19th Avenue Limited","SF Muni"
"693","BART",2015,"SamTrans Route 110  Linda Mar  Daly City BART","110 Linda Mar Daly City BART","SamTrans"
"694","BART",2015,"Golden Gate Transit Route 22 San Rafael - Marin City","22 San Rafael - Marin City","Golden Gate Transit"
"695","BART",2015,"PresidiGo Shuttles (Embarcadero, GG Park area)","PresidiGo Shuttles (Embarcadero, GG Park area)","PresidiGo"
"696","BART",2015,"Muni Route 29 Sunset","29 Sunset","SF Muni"
"697","BART",2015,"Muni Route 54 Felton","54 Felton","SF Muni"
"698","BART",2015,"AC Transit Route 14 Downtown Oakland to Fruitvale BART","14 Downtown Oakland to Fruitvale BART","AC Transit"
"699","BART",2015,"San Francisco General Hospital (SFGH) Shuttle (24th St, Civic Ctr)","San Francisco General Hospital (SFGH) Shuttle (24th St, Civic Ctr)","SFGH"
"700","BART",2015,"SamTrans Route 141  Downtown San Bruno  San Bruno BART","141 Downtown San Bruno San Bruno BART","SamTrans"
"701","BART",2015,"County Connection Route 96X BART Walnut Creek/Bishop Ranch","96X BART Walnut Creek/Bishop Ranch","County Connection"
"702","BART",2015,"VTA Route 25 ALUM ROCK LRT - DE ANZA COLLEGE","25 ALUM ROCK LRT - DE ANZA COLLEGE","VTA"
"703","BART",2015,"Muni Route 2 Clement","2 Clement","SF Muni"
"704","BART",2015,"AC Transit Route 40 Downtown Oakland to Bay Fair BART","40 Downtown Oakland to Bay Fair BART","AC Transit"
"705","BART",2015,"Sierra Point/Brisbane Shuttle (Balboa Pk, Millbrae)","Sierra Point/Brisbane Shuttle (Balboa Pk, Millbrae)","SamTrans"
"706","BART",2015,"AC Transit Route 45 Eastmont Transit Center to Foothill Square  Oakland","45 Eastmont Transit Center to Foothill Square Oakland","AC Transit"
"707","BART",2015,"Seton Medical Center Shuttle (Daly City)","Seton Medical Center Shuttle (Daly City)","SamTrans"
"708","BART",2015,"Stanford Marguerite Shuttle","Stanford Marguerite Shuttle","Stanford"
"709","BART",2015,"Caltrain BABY BULLET 300","BABY BULLET 300","Caltrain"
"710","BART",2015,"SolTrans Route 7 Target Shopping Center/Vallejo Transit Center","7 Target Shopping Center/Vallejo Transit Center","SolTrans"
"711","BART",2015,"VTA Route 60 WINCHESTER LRT - GT AMERICA","60 WINCHESTER LRT - GT AMERICA","VTA"
"712","BART",2015,"B on Broadway Free Broadway Shuttle (19th St, 12th St)","B on Broadway Free Broadway Shuttle (19th St, 12th St)","AC Transit"
"713","BART",2015,"SamTrans Route 112  Linda Mar  Colma BART","112 Linda Mar Colma BART","SamTrans"
"714","BART",2015,"AC Transit Route 20 Dimond District  Oakland  to downtown Oakland","20 Dimond District Oakland to downtown Oakland","AC Transit"
"715","BART",2015,"VTA Route 68 GILROY - SAN JOSE DIRIDON","68 GILROY - SAN JOSE DIRIDON","VTA"
"716","BART",2015,"County Connection Route 2 Rudgear/BART Walnut Creek","2 Rudgear/BART Walnut Creek","County Connection"
"717","BART",2015,"AC Transit Route 46 Coliseum BART to Oakland Zoo","46 Coliseum BART to Oakland Zoo","AC Transit"
"718","BART",2015,"SamTrans Route 140  Pacific Manor  San Bruno BART","140 Pacific Manor San Bruno BART","SamTrans"
"719","BART",2015,"Caltrain LIMITED Limited 200","Limited 200","Caltrain"
"720","BART",2015,"VTA Route 10 METRO/AIRPORT - CTRN","10 METRO/AIRPORT - CTRN","VTA"
"721","BART",2015,"AC Transit Route C Highland Ave. Piedmont","C Highland Ave. Piedmont","AC Transit"
"722","BART",2015,"County Connection Route 315 BART Concord/Landana","315 BART Concord/Landana","County Connection"
"723","BART",2015,"VTA Route 522 EASTRIDGE - PALO ALTO","522 EASTRIDGE - PALO ALTO","VTA"
"724","BART",2015,"West Berkeley Shuttle (Ashby)","West Berkeley Shuttle (Ashby)","Berkeley Gateway TMA"
"725","BART",2015,"AC Transit Route 47 Fruitvale BART to Maxwell Park","47 Fruitvale BART to Maxwell Park","AC Transit"
"726","BART",2015,"Highland Hospital Shuttle (Lake Merritt)","Highland Hospital Shuttle (Lake Merritt)","Highland Hospital"
"727","BART",2015,"County Connection Route 36 San Ramon/BART Dublin","36 San Ramon/BART Dublin","County Connection"
"728","BART",2015,"AC Transit Route 39 Fruitvale BART to Skyline High School","39 Fruitvale BART to Skyline High School","AC Transit"
"729","BART",2015,"County Connection Route 626 St Marys College/BART Lafayette","626 St Marys College/BART Lafayette","County Connection"
"730","BART",2015,"SamTrans Route 270  Redwood City Caltrain Station  Marsh Road (Menlo Park)","270 Redwood City Caltrain Station Marsh Road (Menlo Park)","SamTrans"
"731","BART",2015,"Capitol Corridor Sacramento/San Jose","Capitol Corridor Sacramento/San Jose","Capitol Corridor"
"732","BART",2015,"SamTrans Route 292  Hillsdale Shopping Center  SF International Airport San Francisco","292 Hillsdale Shopping Center SF International Airport San Francisco","SamTrans"
"733","BART",2015,"SamTrans Route 43  Millbrae Square San Bruno BART","43 Millbrae Square San Bruno BART","SamTrans"
"734","BART",2015,"Burlingame Bayside Shuttle (Millbrae/Caltrain)","Burlingame Bayside Shuttle (Millbrae/Caltrain)","Caltrain"
"735","BART",2015,"Muni Route 91 Owl","91 Owl","SF Muni"
"736","BART",2015,"Broadway Shuttle (Millbrae/Caltrain)","Broadway Shuttle (Millbrae/Caltrain)","AC Transit"
"737","BART",2015,"AC Transit Route 239 Fremont BART to Warm Springs Blvd. & Dixon Landing Rd.","239 Fremont BART to Warm Springs Blvd. & Dixon Landing Rd.","AC Transit"
"738","BART",2015,"Oyster Point Shuttle (South SF)","Oyster Point Shuttle (South SF)","Caltrain"
"739","BART",2015,"Utah Grand Shuttle (South SF)","Utah Grand Shuttle (South SF)","Utah Grand"
"740","BART",2015,"VTA Route 52 DNTN MTN VIEW - FOOTHILL COLLEGE","52 DNTN MTN VIEW - FOOTHILL COLLEGE","VTA"
"741","BART",2015,"SamTrans Route 133  Tanforan  South San Francisco BART","133 Tanforan South San Francisco BART","SamTrans"
"742","BART",2015,"VTA 900 Light Rail: OHLONE/CHYNOWETH - ALMADEN","900 Light Rail","VTA"
"743","BART",2015,"Muni Route 9 San Bruno","9 San Bruno","SF Muni"
"744","BART",2015,"AC Transit Route 67 Berkeley BART to Grizzly Peak","67 Berkeley BART to Grizzly Peak","AC Transit"
"745","BART",2015,"Wheels (LAVTA) Route 15 Springtown"," 15 Springtown","LAVTA"
"746","BART",2015,"Muni Route 45 Union/Stockton","45 Union Stockton","SF Muni"
"747","BART",2015,"County Connection Route 97X BART Dublin/Bishop Ranch","97X BART Dublin/Bishop Ranch","County Connection"
"748","BART",2015,"Muni Route 55 16th St.","55 16th Street","SF Muni"
"749","BART",2015,"Union City Transit Route 4 Seven Hills","4 Seven Hills","Union City"
"750","BART",2015,"AC Transit Route 7 El Cerrito del Norte BART","7 El Cerrito del Norte BART","AC Transit"
"751","BART",2015,"Muni Route 24 Divisadero","24 Divisadero","SF Muni"
"752","BART",2015,"Wheels (LAVTA) Route 8 Hopyard"," 8 Hopyard","LAVTA"
"753","BART",2015,"AC Transit Route 65 Berkeley BART to Lawrence Hall of Science","65 Berkeley BART to Lawrence Hall of Science","AC Transit"
"754","BART",2015,"Golden Gate Transit Route 101 Santa Rosa - San Francisco","101 Santa Rosa - San Francisco","Golden Gate Transit"
"755","BART",2015,"Golden Gate Transit Route 10 Strawberry - San Francisco","10 Strawberry - San Francisco","Golden Gate Transit"
"756","BART",2015,"Childrens Hospital Oakland Shuttle (MacArthur)","Childrens Hospital Oakland Shuttle (MacArthur)","UCSF"
"757","BART",2015,"Apple Shuttle (various)","Apple Shuttle","Apple"
"758","BART",2015,"Facebook Shuttle (Ashby, MacArthur)","Facebook Shuttle (Ashby, MacArthur)","Facebook"
"759","BART",2015,"Crocker Park/Brisbane Shuttle (Balboa Pk/Caltrain)","Crocker Park/Brisbane Shuttle (Balboa Pk/Caltrain)","Caltrain"
"760","BART",2015,"Muni Route 41 Union","41 Union","SF Muni"
"761","BART",2015,"Muni Route 3 Jackson","3 Jackson","SF Muni"
"762","BART",2015,"Marin Transit Route 219 Tiburon - Marin City"," 219 Tiburon - Marin City","Marin Transit"
"763","BART",2015,"County Connection Route 19 AMTRAK/BART Concord","19 AMTRAK/BART Concord","County Connection"
"764","BART",2015,"Golden Gate Transit Route 4 Mill Valley - San Francisco","4 Mill Valley - San Francisco","Golden Gate Transit"
"765","BART",2015,"VTA Route 17 GILROY TRANSIT CTR - ST LOUISE HOSP","17 GILROY TRANSIT CTR - ST LOUISE HOSP","VTA"
"766","BART",2015,"Muni Route 1BX California B Express","1BX California B Express","SF Muni"
"767","BART",2015,"VTA Route 64 ALMADEN LRT - MCKEE & WHITE","64 ALMADEN LRT - MCKEE & WHITE","VTA"
"768","BART",2015,"Wheels (LAVTA) Route 401 Big Trees Park"," 401 Big Trees Park","LAVTA"
"769","BART",2015,"Harbor Bay Shuttle (Coliseum)","Harbor Bay Shuttle (Coliseum)","Harbor Bay"
"770","BART",2015,"ACE Stockton/San Jose","Stockton/San Jose","ACE"
"771","BART",2015,"Wheels (LAVTA) Route 604 Fairlands / Hacienda / Muirwood"," 604 Fairlands / Hacienda / Muirwood","LAVTA"
"772","BART",2015,"Downtown Walnut Creek Trolley/Shuttle ""Free Ride (County Connection Route 4)","Downtown Walnut Creek Trolley/Shuttle ""Free Ride (4)","County Connection"
"773","BART",2015,"County Connection Route 95X San Ramon/BART Walnut Creek","95X San Ramon/BART Walnut Creek","County Connection"
"774","BART",2015,"VTA Route 46 GREAT MALL - WASHINGTON/ESCUELA","46 GREAT MALL - WASHINGTON/ESCUELA","VTA"
"775","BART",2015,"Golden Gate Transit Route 101X Santa Rosa - San Francisco","101X Santa Rosa - San Francisco","Golden Gate Transit"
"776","BART",2015,"Muni Route 9L San Bruno Limited","9L San Bruno Limited","SF Muni"
"777","BART",2015,"VTA Route 35 STANFORD SHOP CTR - DNTN MTN VIEW","35 STANFORD SHOP CTR - DNTN MTN VIEW","VTA"
"778","BART",2015,"SamTrans Route 296  Redwood City  East Palo Alto","296 Redwood City East Palo Alto","SamTrans"
"779","BART",2015,"Muni Route 7X Noriega Express","7X Noriega Express","SF Muni"
"780","BART",2015,"Golden Gate Transit Route 27 San Anselmo - San Francisco","27 San Anselmo - San Francisco","Golden Gate Transit"
"781","BART",2015,"Muni Route 1AX California A Express","1AX California A Express","SF Muni"
"782","BART",2015,"VTA Route 323 DE ANZA COL - DOWNTOWN SAN JOSE","323 DE ANZA COL - DOWNTOWN SAN JOSE","VTA"
"783","BART",2015,"Muni Route 8BX Bayshore B Express","8BX Bayshore B Express","SF Muni"
"784","BART",2015,"Union City Transit Route 1 Alvarado-Niles: Union City Blvd / Dyer","1 Alvarado-Niles: Union City Blvd / Dyer","Union City"
