ID,DATE,WEEKDAY_OR_WEEKEND,ROUTE_SURVEYED_CODE,ROUTE_SURVEYED,DIRECTION,ORIGIN_PLACE_TYPE_CODE,ORIGIN_PLACE_TYPE,ORIGIN_NAME,ACCESS_MODE_CODE,ACCESS_MODE,DESTINATION_PLACE_TYPE_CODE,DESTINATION_PLACE_TYPE,EGRESS_MODE_CODE,EGRESS_MODE,LAST_LEFT_HOME_CODE,LAST_LEFT_HOME,RETURN_HOME_CODE,RETURN_HOME,PAY_MODE_CODE,PAY_MODE,FARE_TYPE_CODE,FARE_TYPE,EMPLOYMENT_STATUS_CODE,EMPLOYMENT_STATUS,WORK_BEFORE_TRIP_CODE,WORK_BEFORE_TRIP,WORK_AFTER_TRIP_CODE,WORK_AFTER_TRIP,STUDENT_STATUS_CODE,STUDENT_STATUS,BEEN_2SCHOOL_TODAY_CODE,BEEN_2SCHOOL_TODAY,WILL_GO2SCHOOL_TODAY_CODE,WILL_GO2SCHOOL_TODAY,PPL_IN_HH_CODE,PPL_IN_HH,EMPLYD_IN_HH_CODE,EMPLYD_IN_HH,VEH_IN_HH_CODE,VEH_IN_HH,HAVE_DRIVERS_LIC_CODE,HAVE_DRIVERS_LIC,YEAR_BORN,HISP_LATINO_SPANISH_CODE,HISP_LATINO_SPANISH,RACE_AMERICANINDIAN_ALASKANNATIVE,RACE_ASIAN,RACE_BLACK_AFRICANAM,RACE_NATHAWAIIAN_PACISLAND,RACE_WHITE,RACE_OR_ETHNICITY_OTHER,LANG_OTHER_THAN_ENG_CODE,LANG_OTHER_THAN_ENG,OTHER_LANG_CODE,OTHER_LANG,ENGLISH_FLUENCY_CODE,ENGLISH_FLUENCY,HH_INCOME_CODE,HH_INCOME,GENDER_CODE,GENDER,TIME_BOARDED_CODE,TIME_BOARDED,TIME_PERIOD_CODE,TIME_PERIOD,UNLINKED_WGHT_FCTR_NAME,UNLINKED_WGHT_FCTR,TOTAL_TRANSFERS,LINKED_TRIP_FACTOR,,
1223,05/15/14,Weekday,11N,11 N Vallejo/Redwood PNR [Northbound],N,2,Work,BUTTERCUP GRILL & BAR,7,Was dropped off by someone,1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),3,6 - 7 a.m.,14,5 - 6 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A5,5,3,3,0,None,Y,Yes,1978,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",1,Male,11,3 - 3:59 p.m.,PM1,PM PEAK,11N_PM1,6.32173913,0,1,,
1224,05/15/14,Weekday,21W,21 Fairfield/Suisun City [Westbound],W,2,Work,WORK,7,Was dropped off by someone,1,Your Home,7,Get picked up by someone,13,4 - 5 p.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A4,4,2,2,1,1,Y,Yes,1974,Y,Yes,No,No,No,No,Yes,,Y,Yes,143,Spanish,2,Well,3,"$25,000-$34,999",2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,21W_PM1,2.086956522,1,0.5,,
1225,05/15/14,Weekday,25W,25 Sonoma to Napa [Westbound],W,2,Work,WORK,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,5,Drive alone,3,6 - 7 a.m.,15,6 - 7 p.m.,3,20 - Ride Pass,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A1,1,1,1,1,1,Y,Yes,1975,N,No,No,No,No,No,Yes,,N,No,,,,,6,"$50,000-$59,999",2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,25W_PM1,11.69565217,0,1,,
1226,05/15/14,Weekday,11N,11 N Vallejo/Redwood PNR [Northbound],N,10,Social or recreational,FRIEND'S HOUSE,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),7,10 - 11 a.m.,14,5 - 6 p.m.,2,Day Pass,1,Adult,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,Y,Yes,1971,N,No,No,No,Yes,No,Yes,,N,No,,,,,1,"Less than $10,000",1,Male,12,4 - 4:59 p.m.,PM1,PM PEAK,11N_PM1,6.32173913,1,0.5,,
1227,05/15/14,Weekday,29N,29 Express to BART [Northbound],N,3,Business appointment,HONDA OF EL CERRITO,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),6,9 - 10 a.m.,15,6 - 7 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,N,No,1975,N,No,No,No,Yes,No,No,,N,No,,,,,1,"Less than $10,000",1,Male,12,4 - 4:59 p.m.,PM1,PM PEAK,29N_PM1,7.782608696,0,1,,
1228,05/15/14,Weekday,08S,8 Downtown/Redwood PNR [Southbound],S,4,College or university (student only),REDWOOD MIDDLE SCHOOL,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,13,4 - 5 p.m.,1,Cash Fare,3,Student,N,No,N,No,N,No,Y,Yes,Y,Yes,N,No,A4,4,2,2,1,1,N,No,1999,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,1,Very well,88,I don't know,2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,08S_PM1,9.747826087,0,1,,
1229,05/15/14,Weekday,29N,29 Express to BART [Northbound],N,15,"Escorting others (children, elderly)",ESCORTING SOMEONE,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,5,Drive alone,5,8 - 9 a.m.,17,8 - 9 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,N,No,N,No,N,No,A3,3,1,1,0,None,N,No,1979,N,No,No,No,No,No,Yes,,N,No,,,,,2,"$10,000-$24,999",1,Male,12,4 - 4:59 p.m.,PM1,PM PEAK,29N_PM1,7.782608696,0,1,,
1230,05/15/14,Weekday,05LP,5 Alta Heights [Loop],LP,2,Work,SCOTT'S SERVICES & CO,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,13,4 - 5 p.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A3,3,2,2,1,1,Y,Yes,1976,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",1,Male,12,4 - 4:59 p.m.,PM1,PM PEAK,05LP_PM1,8.434782609,0,1,,
1231,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,10,Social or recreational,FIRST PRESBYTERIAN CHURCH,1,Walked all the way (includes skateboard / non-motorized scooter),6,Shopping,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,14,5 - 6 p.m.,4,31 - Day Pass,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,Y,Yes,1957,N,No,No,No,No,No,Yes,Italian,N,No,,,,,1,"Less than $10,000",2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,03LP_PM1,6.947826087,0,1,,
1232,05/15/14,Weekday,08N,8 Downtown/Redwood PNR [Northbound],N,4,College or university (student only),NAPA VALLEY COLLEGE,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),9,12 - 1 p.m.,13,4 - 5 p.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,Y,Yes,Y,Yes,N,No,A4,4,3,3,2,2,Y,Yes,1994,N,No,No,No,No,No,Yes,,N,No,,,,,2,"$10,000-$24,999",1,Male,12,4 - 4:59 p.m.,PM1,PM PEAK,08N_PM1,7.608695652,1,0.5,,
1233,05/15/14,Weekday,29N,29 Express to BART [Northbound],N,2,Work,WORK,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,Y,Yes,N,No,N,No,N,No,A1,1,0,None,0,None,N,No,1983,N,No,No,No,Yes,No,No,,N,No,,,,,3,"$25,000-$34,999",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,29N_AM2,9.086956522,4,0.2,,
1234,05/15/14,Weekday,29N,29 Express to BART [Northbound],N,2,Work,WORK,7,Was dropped off by someone,1,Your Home,7,Get picked up by someone,2,5 - 6 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A3,3,2,2,3,3,Y,Yes,1951,N,No,No,No,No,No,Yes,,N,No,,,,,1,"Less than $10,000",1,Male,12,4 - 4:59 p.m.,PM1,PM PEAK,29N_PM1,7.782608696,2,0.333333333,,
1235,05/15/14,Weekday,03LP,3 South Napa Marketplace/Coombs [Loop],LP,10,Social or recreational,FIRST PRESBYTERIAN CHURCH,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,13,4 - 5 p.m.,3,20 - Ride Pass,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,N,No,1966,N,No,Yes,No,No,No,Yes,,N,No,,,,,1,"Less than $10,000",2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,03LP_PM1,6.947826087,1,0.5,,
1236,05/15/14,Weekday,08N,8 Downtown/Redwood PNR [Northbound],N,2,Work,WORK,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A4,4,0,None,2,2,N,No,1989,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,1,Very well,1,"Less than $10,000",2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,08N_PM1,7.608695652,2,0.333333333,,
1241,05/15/14,Weekday,11N,11 N Vallejo/Redwood PNR [Northbound],N,4,College or university (student only),NAPA VALLEY COLLEGE,1,Walked all the way (includes skateboard / non-motorized scooter),10,Social or recreational,1,Walk all the way (includes skateboard / non-motorized scooter),10,1 - 2 p.m.,18,9 - 10 p.m.,4,31 - Day Pass,3,Student,N,No,N,No,N,No,Y,Yes,Y,Yes,N,No,A6,6,3,3,3,3,N,No,1991,Y,Yes,No,No,No,No,Yes,,Y,Yes,143,Spanish,1,Very well,88,I don't know,2,Female,12,4 - 4:59 p.m.,PM1,PM PEAK,11N_PM1,6.32173913,0,1,,
1242,05/15/14,Weekday,08S,8 Downtown/Redwood PNR [Southbound],S,5,School (K-12 student only),ST HELENA HIGH SCHOOL,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,7,Get picked up by someone,3,6 - 7 a.m.,14,5 - 6 p.m.,1,Cash Fare,3,Student,N,No,N,No,N,No,Y,Yes,Y,Yes,N,No,A5,5,1,1,3,3,Y,Yes,1995,N,No,No,No,Yes,No,No,Filipino,N,No,,,,,3,"$25,000-$34,999",1,Male,12,4 - 4:59 p.m.,PM1,PM PEAK,08S_PM1,9.747826087,1,0.5,,
1244,05/16/14,Weekday,21W,21 Fairfield/Suisun City [Westbound],W,1,Your Home,HOME,7,Was dropped off by someone,4,College/university (student only),1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,15,6 - 7 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A5,5,2,2,2,2,Y,Yes,1995,Y,Yes,No,No,No,No,No,Mexican,Y,Yes,143,Spanish,2,Well,5,"$40,000 - $49,999",1,Male,5,9 - 9:59 a.m.,AM2,AM PEAK,21W_AM2,13.7,0,1,,
1246,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,5,Drove alone and parked,2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),2,5 - 6 a.m.,17,8 - 9 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A3,3,3,3,3,3,Y,Yes,1982,N,No,No,No,No,No,Yes,,N,No,,,,,8,"$75,000-$99,999",2,Female,1,Before 6 a.m.,AM1,EARLY AM,29S_AM1,7.108695652,1,0.5,,
1247,05/16/14,Weekday,21E,21 Fairfield/Suisun City [Eastbound],E,1,Your Home,HOME,2,Bicycled,2,Work,2,Bicycle,7,10 - 11 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A2,2,2,2,2,2,Y,Yes,1986,N,No,No,No,No,No,Yes,,Y,Yes,143,Spanish,1,Very well,4,"$35,000-$39,999",1,Male,7,11 a.m. - 11:59 a.m.,MID,MIDDAY,21E_MID,3.5,1,0.5,,
1248,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,5,Drove alone and parked,2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),2,5 - 6 a.m.,15,6 - 7 p.m.,3,20 - Ride Pass,2,Senior / Disabled,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A1,1,1,1,1,1,Y,Yes,1941,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",2,Female,1,Before 6 a.m.,AM1,EARLY AM,29S_AM1,7.108695652,1,0.5,,
1249,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,5,Drove alone and parked,2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),7,10 - 11 a.m.,15,6 - 7 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A2,2,2,2,2,2,Y,Yes,1954,N,No,No,No,No,No,Yes,,N,No,,,,,9,"$100,000-$149,999",2,Female,7,11 a.m. - 11:59 a.m.,MID,MIDDAY,29S_MID,1.02173913,1,0.5,,
1250,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,6,Drove or rode with others and parked / carpooled,2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,14,5 - 6 p.m.,4,31 - Day Pass,2,Senior / Disabled,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A2,2,1,1,1,1,Y,Yes,1950,Y,Yes,No,No,No,No,No,Mixed,N,No,,,,,9,"$100,000-$149,999",2,Female,5,9 - 9:59 a.m.,AM2,AM PEAK,29S_AM2,6.891304348,2,0.333333333,,
1251,05/16/14,Weekday,21E,21 Fairfield/Suisun City [Eastbound],E,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),8,11 a.m. - 12 p.m.,13,4 - 5 p.m.,3,20 - Ride Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A1,1,1,1,0,None,Y,Yes,1981,N,No,No,No,No,No,Yes,,N,No,,,,,7,"$60,000-$74,999",2,Female,8,12 - 12:59 p.m.,MID,MIDDAY,21E_MID,3.5,1,0.5,,
1252,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,5,Drove alone and parked,2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),8,11 a.m. - 12 p.m.,15,6 - 7 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A7,7,1,1,3,3,Y,Yes,1968,N,No,No,Yes,No,No,No,,Y,Yes,465,Vietnamese,1,Very well,8,"$75,000-$99,999",1,Male,8,12 - 12:59 p.m.,MID,MIDDAY,29S_MID,1.02173913,1,0.5,,
1253,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,2,Bicycled,4,College/university (student only),2,Bicycle,11,2 - 3 p.m.,17,8 - 9 p.m.,4,31 - Day Pass,3,Student,Y,Yes,N,No,Y,Yes,Y,Yes,N,No,Y,Yes,A6,6,2,2,1,1,Y,Yes,1995,N,No,No,No,Yes,No,No,,N,No,,,,,2,"$10,000-$24,999",1,Male,11,3 - 3:59 p.m.,PM1,PM PEAK,29S_PM1,4.456521739,1,0.5,,
1254,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,7,Was dropped off by someone,10,Social or recreational,1,Walk all the way (includes skateboard / non-motorized scooter),11,2 - 3 p.m.,13,4 - 5 p.m.,1,Cash Fare,1,Adult,N,No,N,No,N,No,N,No,N,No,N,No,A4,4,0,None,0,None,N,No,1987,N,No,No,No,No,No,Yes,,N,No,,,,,2,"$10,000-$24,999",1,Male,11,3 - 3:59 p.m.,PM1,PM PEAK,29S_PM1,4.456521739,1,0.5,,
1255,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,7,Was dropped off by someone,2,Work,7,Get picked up by someone,5,8 - 9 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A4,4,2,2,0,None,Y,Yes,1974,N,No,No,No,Yes,No,No,,N,No,,,,,8,"$75,000-$99,999",2,Female,5,9 - 9:59 a.m.,AM2,AM PEAK,29S_AM2,6.891304348,1,0.5,,
1256,05/16/14,Weekday,29N,29 Express to BART [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),4,College/university (student only),1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,17,8 - 9 p.m.,3,20 - Ride Pass,1,Adult,Y,Yes,N,No,Y,Yes,Y,Yes,N,No,Y,Yes,A4,4,4,4,3,3,N,No,1994,N,No,No,Yes,No,No,No,,Y,Yes,503,TAGALOG,2,Well,9,"$100,000-$149,999",2,Female,5,9 - 9:59 a.m.,AM2,AM PEAK,29N_AM2,9.086956522,1,0.5,,
1257,05/16/14,Weekday,29N,29 Express to BART [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),8,11 a.m. - 12 p.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,Y,Yes,N,No,Y,Yes,A1,1,1,1,1,1,Y,Yes,1972,N,No,No,No,No,No,Yes,,N,No,,,,,7,"$60,000-$74,999",1,Male,8,12 - 12:59 p.m.,MID,MIDDAY,29N_MID,2,2,0.333333333,,
1258,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,5,Drove alone and parked,2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),12,3 - 4 p.m.,16,7 - 8 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A2,2,1,1,2,2,Y,Yes,1964,N,No,Yes,No,No,No,No,,N,No,,,,,6,"$50,000-$59,999",2,Female,11,3 - 3:59 p.m.,PM1,PM PEAK,29S_PM1,4.456521739,1,0.5,,
1260,05/16/14,Weekday,25E,25 Sonoma to Napa [Eastbound],E,1,Your Home,HOME,2,Bicycled,5,School (K-12 student only),2,Bicycle,11,2 - 3 p.m.,12,3 - 4 p.m.,3,20 - Ride Pass,3,Student,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A3,3,1,1,2,2,Y,Yes,1997,N,No,No,No,No,No,Yes,,N,No,,,,,5,"$40,000 - $49,999",1,Male,11,3 - 3:59 p.m.,PM1,PM PEAK,25E_PM1,4.52173913,0,1,,
1261,05/16/14,Weekday,25E,25 Sonoma to Napa [Eastbound],E,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,14,5 - 6 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A1,1,1,1,1,1,Y,Yes,1957,N,No,No,No,Yes,No,No,,N,No,,,,,7,"$60,000-$74,999",2,Female,5,9 - 9:59 a.m.,AM2,AM PEAK,25E_AM2,5.47826087,1,0.5,,
1262,05/16/14,Weekday,29S,29 Express to BART [Southbound],S,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),12,3 - 4 p.m.,15,6 - 7 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A5,5,1,1,2,2,Y,Yes,1972,N,No,No,Yes,No,No,No,,Y,Yes,504,Chinese,1,Very well,9,"$100,000-$149,999",1,Male,11,3 - 3:59 p.m.,PM1,PM PEAK,29S_PM1,4.456521739,1,0.5,,
1263,05/17/14,Weekend,10N,10 NVC/Calistoga [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),11,Medical/dental,1,Walk all the way (includes skateboard / non-motorized scooter),3,6 - 7 a.m.,8,11 a.m. - 12 p.m.,3,20 - Ride Pass,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A2,2,0,None,0,None,N,No,1967,N,No,No,No,No,No,Yes,,N,No,,,,,4,"$35,000-$39,999",1,Male,2,6 - 6:59 a.m.,AM2,AM PEAK,10N_AM2,3.861111111,1,0.5,,
1265,05/17/14,Weekend,10N,10 NVC/Calistoga [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),6,Shopping,7,Get picked up by someone,2,5 - 6 a.m.,99,Will not go home today,1,Cash Fare,1,Adult,Y,Yes,N,No,N,No,N,No,N,No,N,No,A1,1,1,1,0,None,Y,Yes,1963,N,No,No,No,No,No,Yes,,N,No,,,,,4,"$35,000-$39,999",1,Male,1,Before 6 a.m.,AM1,EARLY AM,10N_AM1,5,0,1,,
1266,05/17/14,Weekend,05LP,5 Alta Heights [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),11,Medical/dental,1,Walk all the way (includes skateboard / non-motorized scooter),8,11 a.m. - 12 p.m.,16,7 - 8 p.m.,3,20 - Ride Pass,2,Senior / Disabled,N,No,N,No,N,No,Y,Yes,N,No,N,No,A1,1,0,None,0,None,N,No,1960,N,No,No,No,Yes,No,No,,N,No,,,,,1,"Less than $10,000",2,Female,8,12 - 12:59 p.m.,MID,MIDDAY,05LP_MID,6,1,0.5,,
1267,05/17/14,Weekend,10N,10 NVC/Calistoga [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),6,Shopping,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,8,11 a.m. - 12 p.m.,4,31 - Day Pass,1,Adult,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,Y,Yes,1949,Y,Yes,No,No,No,No,No,Mexican,N,No,,,,,4,"$35,000-$39,999",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,10N_AM2,3.861111111,0,1,,
1268,05/17/14,Weekend,05LP,5 Alta Heights [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,12,3 - 4 p.m.,4,31 - Day Pass,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A4,4,3,3,2,2,N,No,1952,Y,Yes,No,No,No,No,No,Hispanic,Y,Yes,143,Spanish,4,Not at all,5,"$40,000 - $49,999",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,05LP_AM2,7.75,1,0.5,,
1269,05/17/14,Weekend,10N,10 NVC/Calistoga [Northbound],N,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,6,9 - 10 a.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A5,5,3,3,2,2,Y,Yes,1967,Y,Yes,No,No,No,No,No,Hispanic,N,No,,,,,4,"$35,000-$39,999",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,10N_AM2,3.861111111,0,1,,
1270,05/17/14,Weekend,05LP,5 Alta Heights [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),3,6 - 7 a.m.,10,1 - 2 p.m.,1,Cash Fare,3,Student,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A5,5,3,3,1,1,N,No,1998,Y,Yes,No,No,No,No,Yes,,Y,Yes,143,Spanish,1,Very well,2,"$10,000-$24,999",2,Female,3,7 - 7:59 a.m.,AM2,AM PEAK,05LP_AM2,7.75,1,0.5,,
1272,05/17/14,Weekend,10S,10 NVC/Calistoga [Southbound],S,1,Your Home,HOME,7,Was dropped off by someone,10,Social or recreational,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,16,7 - 8 p.m.,1,Cash Fare,1,Adult,Y,Yes,N,No,N,No,N,No,N,No,N,No,A2,2,1,1,1,1,Y,Yes,1980,N,No,No,No,No,No,Yes,,N,No,,,,,8,"$75,000-$99,999",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,10S_AM2,3.222222222,0,1,,
1273,05/17/14,Weekend,03LP,3 South Napa Marketplace/Coombs [Loop],LP,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),10,Social or recreational,1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,14,5 - 6 p.m.,1,Cash Fare,2,Senior / Disabled,N,No,N,No,N,No,N,No,N,No,N,No,A1,1,0,None,0,None,N,No,1950,N,No,No,No,No,No,Yes,,N,No,,,,,1,"Less than $10,000",1,Male,3,7 - 7:59 a.m.,AM2,AM PEAK,03LP_AM2,6.125,0,1,,
1274,05/17/14,Weekend,10S,10 NVC/Calistoga [Southbound],S,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),5,School (K-12 student only),1,Walk all the way (includes skateboard / non-motorized scooter),4,7 - 8 a.m.,11,2 - 3 p.m.,1,Cash Fare,3,Student,N,No,N,No,N,No,Y,Yes,N,No,Y,Yes,A5,5,4,4,2,2,N,No,1989,Y,Yes,No,No,No,No,No,Mexican,Y,Yes,143,Spanish,1,Very well,4,"$35,000-$39,999",1,Male,4,8 - 8:59 a.m.,AM2,AM PEAK,10S_AM2,3.222222222,1,0.5,,
1275,05/17/14,Weekend,10S,10 NVC/Calistoga [Southbound],S,1,Your Home,HOME,1,Walked all the way (includes skateboard / non-motorized scooter),2,Work,7,Get picked up by someone,4,7 - 8 a.m.,20,After 11 p.m.,1,Cash Fare,2,Senior / Disabled,Y,Yes,N,No,Y,Yes,N,No,N,No,N,No,A2,2,2,2,0,None,N,No,1941,N,No,No,No,No,No,Yes,,N,No,,,,,4,"$35,000-$39,999",2,Female,4,8 - 8:59 a.m.,AM2,AM PEAK,10S_AM2,3.222222222,1,0.5,,
1276,05/17/14,Weekend,10S,10 NVC/Calistoga [Southbound],S,2,Work,VILLAGIO INN & SPA,1,Walked all the way (includes skateboard / non-motorized scooter),1,Your Home,1,Walk all the way (includes skateboard / non-motorized scooter),5,8 - 9 a.m.,6,9 - 10 a.m.,1,Cash Fare,1,Adult,Y,Yes,Y,Yes,N,No,N,No,N,No,N,No,A3,3,1,1,2,2,N,No,1975,N,No,No,No,No,No,Yes,,N,No,,,,,3,"$25,000-$34,999",1,Male,4,8 - 8:59 a.m.,AM2,AM PEAK,10S_AM2,3.222222222,0,1,,
