ID,Date,AM_PM_Trip,Origin_Type,Origin,Origin_Type,Destination_Type,Destination,Destination_Type,Origin_Access_Mode,1st_Before_Transfer,1st_Before_Transfer_Agency,Destination_Egress_Mode,Employment_status,Work,Student_Status,School,Work_Before_or_After_Trip,Work_After_Trip,Work_Before_Trip,School_Before_or_After_Trip,School_After_Trip,School_Before_Trip,Time_Left_Home,Time_Return_Home,Fare_Payment_(Ticket),Fare_Payment_Other,Fare_Type,Fare_Type_Other,Driver's_License,#_of_Employed_in_Household,#_of_Employed_in_Household_Other,#_of_Drivable_Veh._in_House,#_of_Drivable_Veh._in_House_Other,Year_of_Birth,"Hispanic,_Latino,_or_of_Spanish_Origin_",Race_Ethnicity,Other_Ethnicity,Language_Other_Than_English,Language,Other_Language,English_Fluency,Total_Household_Income,Gender,Weight,#_of_Transfers_
262056,04/09/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,3,15,3,,1,,1,2,,3,,76,2,1,,2,,,,8,1,19.8,1
262057,04/09/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,3,13,3,,1,,1,3,,4,,91,2,1,,2,,,,6,2,13.3261,1
262058,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,1,15,3,,1,,1,3,,4,,60,2,1,,2,,,,8,1,8.4694,1
262059,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,3,15,4,,1,,1,2,,4,,64,2,2,,2,,,,7,1,8.4694,2
262060,04/09/2014,2,1,Origin,Work,3,Dest,Home,2,2,,3,,,1,,,2,,,,,4,15,3,,1,,1,2,,3,,70,2,3,,1,12,Telugu,1,8,1,13.3261,1
262061,04/09/2014,2,1,Origin,Work,3,Dest,Home,5,2,,3,,,1,,,2,,,,,2,14,4,,1,,1,3,,5,4,48,2,2,,2,,,,7,1,9.3684,1
262062,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,9,3,,,1,,,2,,,,,4,15,3,,1,,1,6,,5,4,62,2,1,,2,,,,9,2,6.2683,2
262063,04/09/2014,2,1,Origin,Work,3,Dest,Home,3,2,,4,,,1,,,2,,,,,1,14,3,,1,,1,6,,5,4,65,2,1,,2,,,,9,1,6.2683,1
262067,04/09/2014,2,1,Origin,Work,3,Dest,Home,2,2,,2,,,1,,,2,,,,,3,14,4,,1,,1,2,,1,,81,2,1,,2,,,,3,1,3.8537,1
262068,04/10/2014,2,1,Origin,Work,3,Dest,Home,2,2,,2,,,1,,,2,,,,,1,16,1,,1,,1,4,,5,4,69,1,7,Hispanic,1,1,,2,5,1,5.5,1
262069,04/10/2014,2,1,Origin,Work,3,Dest,Home,2,2,,2,,,1,,,2,,,,,3,15,3,,1,,1,3,,4,,57,2,1,,2,,,,7,1,9.875,1
262070,04/10/2014,2,6,Origin,K-12 School,3,Dest,Home,1,1,13,5,4,,,,,,,,2,,3,16,3,,1,,2,8,,6,,96,3,1,,2,,,,9,1,8.3158,2
262071,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,1,17,3,,1,,1,6,,5,4,73,2,7,Italian,2,,,,6,1,6.7234,2
262072,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,1,17,3,,1,,1,3,,4,,74,2,1,,2,,,,7,2,6.7234,1
262075,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,3,15,4,,1,,2,3,,2,,82,2,3,,1,12,Punjabi,1,8,2,13.3261,2
262076,04/10/2014,2,1,Origin,Work,3,Dest,Home,2,2,,3,,,1,,,2,,,,,2,17,3,,1,,1,2,,3,,69,1,7,Latino,1,1,,1,7,1,3.8537,1
262077,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,5,,,1,,,2,,,,,2,17,2,,1,,1,3,,4,,85,1,2,,2,,,,3,2,5.9333,1
262078,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,2,16,3,,1,,1,5,,5,4,67,2,1,,2,,,,5,1,6.2683,1
262079,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,2,16,3,,1,,1,3,,3,,0,2,1,,2,,,,9,2,8.4694,2
262080,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,4,3,,,1,,,2,,,,,2,16,4,,1,,1,2,,3,,82,2,1,,2,,,,5,2,6.7234,2
262081,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,13,3,,,1,,,2,,,,,1,17,3,,1,,1,2,,3,,85,2,2,,2,,,,5,1,5.9333,4
262082,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,1,16,3,,1,,1,2,,3,,54,1,7,Latina,1,1,,1,3,2,3.8537,3
262083,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,15,3,,1,,1,2,,4,,71,2,1,,2,,,,7,1,6.7234,2
262084,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,1,15,3,,1,,1,3,,5,4,60,1,7,Mexican,1,1,,1,7,2,6.7234,1
262085,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,1,16,3,,1,,1,4,,3,,64,2,1,,2,,,,6,1,8.4694,2
262086,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,1,15,2,,1,,1,6,,3,,72,1,7,Hispanic,2,,,,4,1,3.8537,2
262087,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,1,14,4,,3,,1,2,,2,,57,2,1,,1,12,Sign Language,1,3,2,10.5333,3
262088,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,1,15,3,,1,,1,2,,4,,58,2,1,,2,,,,6,2,8.4694,1
262089,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,16,3,,1,,1,5,,4,,78,2,7,Middle Eastern,1,12,Farsi,1,8,2,4.9286,2
262090,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,3,,1,,1,3,,3,,52,2,1,,2,,,,8,1,13.3261,2
262091,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,15,3,,1,,1,2,,4,,63,2,7,Filipino,1,6,,1,6,1,4.9286,2
262092,04/15/2014,1,3,Origin,Home,1,Dest,Work,4,2,,1,,,1,,,,2,,,,1,14,3,,1,,1,3,,3,,76,2,1,,2,,,,8,2,5.52,2
262094,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,16,4,,1,,1,2,,5,4,59,2,1,,2,,,,8,1,8.4694,2
262095,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,2,14,4,,2,,1,2,,4,,44,2,1,,2,,,,10,1,8.3158,2
262097,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,4,,,1,,,,2,,,,1,16,3,,1,,1,2,,2,,0,3,3,,1,6,,1,10,2,3.8537,1
262100,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,3,,1,,1,3,,3,,84,1,6,,2,,,,6,2,6.7234,2
262101,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,3,,1,,1,3,,4,,77,2,6,,2,,,,7,1,6.2683,2
262102,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,3,,1,,1,2,,3,,83,2,1,,2,,,,8,1,8.4694,3
262103,04/16/2014,1,3,Origin,Home,4,Dest,Social/Recreation,5,2,,1,6,,3,Q125,,,,3,,,1,15,3,,3,,2,1,,1,,59,2,1,,2,,,,1,2,6.2683,2
262104,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,16,4,,1,,1,3,,4,,49,2,1,,2,,,,7,1,5.52,2
262105,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,15,3,,1,,1,3,,3,,60,2,3,,1,6,,1,4,1,5.7368,2
262106,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,15,4,,1,,1,2,,3,,78,2,1,,2,,,,8,1,9.8636,2
271038,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,2,15,4,,1,,1,2,,2,,76,3,3,,2,,,,8,1,5.5,2
271039,04/09/2014,2,1,Origin,Work,4,Dest,Social/Recreation,1,1,8,3,,,1,,,2,,,,,3,16,4,,1,,1,3,,4,,0,2,1,,2,,,,8,2,5.7368,2
271040,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,4,15,3,,1,,1,3,,4,,84,2,5,,2,,,,6,2,9.9167,1
271041,04/09/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,1,15,4,,1,,1,2,,3,,73,2,6,,2,,,,5,2,10.5333,1
271043,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,9,5,,,1,,,2,,,,,4,15,2,,1,,2,2,,2,,88,2,1,,2,,,,4,1,11.2,2
271044,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,4,15,3,,1,,1,2,,4,,71,2,1,,2,,,,4,2,6.2683,1
271045,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,3,15,3,,1,,1,2,,3,,57,2,1,,2,,,,3,2,6.2683,1
271046,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,3,15,3,,1,,1,2,,3,,56,2,1,,2,,,,8,2,8.3158,1
271047,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,4,15,3,,1,,1,2,,4,,70,2,1,,2,,,,5,1,8.3158,1
271048,04/10/2014,2,1,Origin,Work,5,Dest,Shopping,1,2,,3,,,1,,,2,,,,,2,17,4,,1,,1,2,,2,,66,2,1,,2,,,,7,2,8.3158,1
271049,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,5,,,1,,,2,,,,,2,16,3,,1,,1,4,,3,,56,2,7,Filipino,1,6,,2,5,2,8.4694,1
271050,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,4,15,3,,1,,1,3,,3,,57,2,1,,2,,,,8,1,13.3261,2
271051,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,2,15,3,,1,,1,2,,4,,62,2,1,,2,,,,7,1,13.3261,2
271052,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,1,16,3,,1,,1,2,,3,,71,2,3,,1,4,,1,5,1,8.4694,1
271053,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,3,16,4,,1,,1,2,,4,,65,1,6,,2,,,,6,1,19.8,1
271054,04/10/2014,2,9,Origin,Personal Business,3,Dest,Home,1,1,8,5,4,,1,,,,,,,,1,16,2,,3,,2,2,,2,,64,1,7,Hispanic,1,1,,1,9,2,4.9286,2
271055,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,1,16,3,,1,,1,3,,3,,61,2,2,,2,,,,8,2,8.4694,1
271056,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,3,Q125,,2,,,,,2,16,3,,1,,1,3,,4,,84,1,7,Latino,1,1,,1,5,1,8.4694,2
271058,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,2,16,5,LAW ENFORCEMENT,5,Law Enforcement,1,2,,3,,72,2,1,,2,,,,7,1,6.2683,1
271059,04/10/2014,2,7,Origin,College,3,Dest,Home,1,2,,5,2,Q120,,,3,,,,,,5,16,3,,1,,2,3,,3,,92,1,7,Mexican,2,,,,7,2,3.8537,1
271060,04/17/2014,1,3,Origin,Home,1,Dest,Work,1,1,7,1,,,1,,,,2,,,,2,15,1,,3,,1,2,,1,,63,1,6,,2,,,,4,2,5.9333,2
271061,04/17/2014,1,3,Origin,Home,1,Dest,Work,6,1,7,1,,,1,,,,2,,,,2,15,4,,4,,2,3,,1,,63,2,1,,2,,,,6,1,5.9333,4
271062,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,17,3,,1,,1,2,,3,,84,2,2,,2,,,,6,1,5.9333,2
271063,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,16,3,,1,,1,3,,5,4,74,2,1,,2,,,,8,1,6.7234,2
271065,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,3,17,2,,1,,1,3,,3,,70,1,1,,1,1,,1,5,1,6.7234,1
271066,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,16,2,,1,,1,2,,2,,54,1,7,Mexican,2,,,,5,1,10.5333,1
271067,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,15,4,,1,,1,3,,3,,78,2,3,,1,12,Hindi,1,10,1,5.7368,2
271069,04/17/2014,1,3,Origin,Home,1,Dest,Work,2,2,,2,,,1,,,,2,,,,4,15,3,,1,,1,4,,4,,58,2,7,Middle Eastern,1,12,Arabic,1,7,1,13.3261,1
271074,04/17/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,4,12,3,,2,,1,2,,3,,46,2,1,,2,,,,9,1,9.8636,2
271076,04/17/2014,1,3,Origin,Home,1,Dest,Work,5,2,,2,,,1,,,,2,,,,3,15,1,,1,,1,3,,3,,94,2,1,,2,,,,9,1,4.9286,2
271077,04/17/2014,1,3,Origin,Home,7,Dest,College,3,2,,6,6,,,,,,,,,2,4,14,2,,1,,1,2,,2,,62,2,2,,1,12,Igbo,1,4,1,4.9286,1
274256,04/09/2014,2,1,Origin,Work,3,Dest,Home,5,2,,3,,,1,,,2,,,,,2,14,4,,1,,1,2,,2,,54,2,3,,2,,,,6,1,8.3158,1
274259,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,5,,,2,,,,,3,14,4,,1,,1,2,,4,,52,2,1,,2,,,,7,1,5.52,2
274260,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,4,3,,,5,,,2,,,,,3,15,4,,1,,1,2,,2,,84,1,2,,2,,,,6,1,9.9167,2
274268,04/09/2014,2,1,Origin,Work,3,Dest,Home,5,2,,3,,,1,,,2,,,,,3,16,3,,1,,1,4,,4,,59,2,1,,2,,,,7,1,6.2683,2
274269,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,3,15,3,,1,,1,3,,3,,70,1,6,,1,1,,1,9,2,4.9286,1
274273,04/09/2014,2,1,Origin,Work,3,Dest,Home,3,2,,5,,,1,,,2,,,,,1,16,4,,3,,1,2,,3,,59,2,4,,2,,,,7,2,3.8537,1
274274,04/10/2014,2,7,Origin,College,3,Dest,Home,5,2,,5,4,,,,,,,,2,,1,17,3,,1,,1,3,,2,,95,1,6,,2,,,,9,1,4.9286,1
274275,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,2,16,4,,1,,1,2,,2,,73,2,1,,2,,,,5,2,4.9286,2
274276,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,13,3,,,1,,,2,,,,,1,17,4,,5,Employer Discount,1,3,,4,,81,1,4,,2,,,,5,2,5.5,2
274277,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,2,,3,,,1,,,2,,,,,3,13,3,,5,Employer Discount,1,3,,3,,80,2,1,,2,,,,7,2,5.7368,1
274279,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,4,15,4,,5,Pre Tax Commuting Payroll Deduction,1,2,,3,,74,2,1,,2,,,,8,1,5.7368,2
274280,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,3,16,3,,1,,1,4,,5,8,58,2,1,,2,,,,8,1,5.7368,2
274281,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,1,,,1,,,2,,,,,4,15,3,,5,Pre Tax Commuting Payroll Deduction,1,3,,3,,56,2,1,,2,,,,7,2,13.3261,2
274282,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,1,,,1,,,2,,,,,3,16,2,,1,,1,4,,4,,56,2,1,,2,,,,8,1,8.4694,2
274283,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,9,1,,,1,,,2,,,,,3,16,4,,1,,1,3,,4,,90,2,3,,2,,,,4,1,11.2,2
274284,04/10/2014,2,1,Origin,Work,3,Dest,Home,5,2,,1,,,1,,,2,,,,,2,17,3,,1,,1,3,,5,4,72,2,2,,2,,,,7,1,5.5,2
274286,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,3,3,,,1,,,2,,,,,2,16,4,,1,,1,3,,3,,57,2,1,,2,,,,8,2,6.2683,3
274289,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,1,15,4,,1,,1,5,,4,,55,1,7,Hispanic,2,,,,6,1,3.8537,2
274290,04/15/2014,1,3,Origin,Home,13,Dest,Medical/Dental,1,1,7,5,5,,1,,,,,,,,1,15,2,,2,,1,2,,1,,45,2,2,,1,1,,1,2,1,8.5,2
274291,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,15,4,,1,,1,2,,2,,55,2,2,,2,,,,9,2,3.8537,2
274292,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,1,16,3,,1,,1,2,,3,,64,2,2,,2,,,,6,2,5.9333,1
274295,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,16,4,,1,,1,4,,4,,58,2,1,,2,,,,7,2,8.4694,2
274296,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,1,15,4,,3,,1,3,,4,,65,2,7,Polish,2,,,,8,2,5.5,1
274300,04/16/2014,1,3,Origin,Home,1,Dest,Work,5,2,,3,,,1,,,,2,,,,2,16,4,,1,,1,4,,4,,91,1,7,Hispanic/Latino,1,1,,1,5,2,5.5,1
274301,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,5,,,1,,,,2,,,,2,15,3,,1,,1,3,,3,,67,2,1,,2,,,,5,2,10.5333,1
274304,04/16/2014,1,3,Origin,Home,1,Dest,Work,2,2,,2,,,1,,,,2,,,,2,16,3,,1,,1,2,,4,,0,2,1,,2,,,,5,1,11.2,1
274306,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,4,,,1,,,,2,,,,2,15,4,,1,,1,3,,3,,78,1,7,Mexican,2,,,,2,1,11.2,1
274307,04/16/2014,1,3,Origin,Home,1,Dest,Work,2,2,,2,,,1,,,,2,,,,3,14,4,,1,,1,2,,4,,61,2,1,,2,,,,7,1,8.4286,1
274310,04/16/2014,1,3,Origin,Home,1,Dest,Work,5,2,,5,,,1,,,,2,,,,3,16,4,,1,,1,5,,4,,68,2,1,,2,,,,7,1,9.9167,2
275259,04/09/2014,2,7,Origin,College,3,Dest,Home,1,1,13,3,4,,,,,,,,2,,4,16,3,,1,,1,3,,5,4,95,1,7,Mexican,1,1,,1,6,2,8.5,2
275260,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,1,16,3,,1,,1,3,,3,,63,1,7,Hispanic,1,1,,1,7,1,5.5,2
275262,04/09/2014,2,1,Origin,Work,3,Dest,Home,4,2,,4,,,1,,,2,,,,,2,15,4,,1,,1,3,,4,,52,2,1,,2,,,,5,1,9.3684,1
275263,04/09/2014,2,1,Origin,Work,3,Dest,Home,3,2,,5,,,1,,,2,,,,,2,15,4,,1,,1,2,,4,,57,1,7,Hispanic,2,,,,5,2,9.3684,1
275264,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,4,16,4,,1,,1,2,,3,,65,2,3,,1,12,Khmer,1,7,1,3.8537,2
275265,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,5,3,,,1,,,2,,,,,2,15,4,,1,,1,3,,4,,57,2,3,,2,,,,6,1,6.2683,2
275266,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,13,3,,,1,,,2,,,,,3,15,3,,1,,1,2,,3,,75,2,1,,2,,,,7,1,8.4694,2
275267,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,5,5,,,1,,,2,,,,,2,15,4,,3,,2,3,,5,4,73,1,7,Hispanic,2,,,,10,1,11.2,2
275268,04/09/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,2,16,4,,1,,1,3,,5,4,61,2,3,,1,6,,2,5,2,3.8537,1
275269,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,2,16,3,,1,,1,2,,3,,66,2,3,,1,12,Cambodian,2,5,1,3.8537,2
275271,04/10/2014,2,1,Origin,Work,3,Dest,Home,5,2,,3,,,1,,,2,,,,,2,16,4,,1,,1,4,,4,,69,1,7,Hispanic,1,1,,1,5,2,5.5,1
275272,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,5,,,1,,,2,,,,,3,15,4,,2,,1,3,,3,,48,2,1,,1,12,Greek,1,6,2,8.3158,3
275273,04/10/2014,2,1,Origin,Work,3,Dest,Home,2,2,,2,,,1,,,2,,,,,5,15,3,,1,,1,3,,3,,70,2,3,,1,2,,2,8,1,9.8636,1
275274,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,1,3,,,1,,,2,,,,,2,17,3,,1,,1,3,,3,,71,2,6,,2,,,,5,2,3.8537,2
275275,04/10/2014,2,1,Origin,Work,3,Dest,Home,3,2,,3,,,1,,,2,,,,,1,16,4,,5,State Discount,1,6,,4,,81,1,7,Hispanic/Latino,1,1,,1,5,2,6.7234,1
275276,04/10/2014,2,7,Origin,College,3,Dest,Home,1,2,,1,5,,,,,,,,2,,7,17,3,,1,,1,1,,2,,94,2,1,,2,,,,1,2,5.7368,1
275277,04/10/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,3,Q125,,2,,,,,1,16,3,,1,,1,3,,3,,60,2,1,,2,,,,10,1,6.7234,2
275279,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,4,,,1,,,,2,,,,1,15,4,,1,,1,3,,3,,73,1,6,,2,,,,7,1,3.8537,1
275281,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,17,3,,1,,1,2,,2,,85,3,2,,2,,,,6,1,5.9333,4
275282,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,14,3,,2,,1,2,,3,,48,1,6,,2,,,,6,2,6.7234,2
275283,04/15/2014,1,3,Origin,Home,1,Dest,Work,1,2,,1,,,1,,,,2,,,,1,14,4,,1,,1,5,,4,,54,1,7,Hispanic,1,1,,1,6,1,8.4694,2
275284,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,2,4,,1,,1,5,,3,,66,1,1,,2,,,,7,2,4.9286,3
275285,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,1,17,3,,1,,1,3,,4,,72,2,1,,2,,,,7,1,9.9167,2
275286,04/15/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,4,,1,,1,2,,3,,59,2,1,,2,,,,5,2,13.3261,2
275287,04/15/2014,1,3,Origin,Home,1,Dest,Work,5,2,,1,,,1,,,,2,,,,2,14,4,,1,,1,4,,5,4,53,2,3,,1,6,,2,6,2,9.875,2
275289,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,2,13,3,,1,,1,3,,4,,55,2,3,,1,6,,1,5,1,5.9333,1
275292,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,16,3,,1,,1,5,,5,4,67,2,1,,2,,,,6,1,6.7234,2
275295,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,2,15,3,,1,,1,2,,4,,58,2,1,,2,,,,6,2,9.3684,1
275296,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,2,16,3,,1,,1,2,,5,5,61,2,3,,1,6,,1,8,1,8.4694,1
275297,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,3,,1,,1,2,,2,,56,2,1,,2,,,,5,1,6.2683,2
275299,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,1,,1,,1,3,,4,,72,2,2,,1,12,Yoruba,1,7,1,9.3684,2
275300,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,3,,,1,,,,2,,,,2,15,4,,1,,1,3,,4,,63,2,2,,1,1,,1,7,1,10.5333,1
275302,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,14,3,,1,,1,2,,4,,61,2,1,,2,,,,8,1,5.52,2
275303,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,16,3,,1,,1,5,,4,,54,2,1,,2,,,,8,2,5.52,2
275304,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,13,3,,1,,1,2,,3,,72,2,1,,2,,,,10,1,13.3261,2
275305,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,14,3,,1,,1,3,,3,,90,2,1,,2,,,,5,1,8.3158,1
275307,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,16,3,,1,,1,2,,3,,60,2,1,,2,,,,10,1,8.4694,2
275308,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,16,4,,1,,1,2,,4,,54,2,2,,2,,,,7,1,6.7234,2
275309,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,2,15,3,,1,,1,3,,3,,61,2,1,,2,,,,7,1,8.4694,2
275311,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,17,3,,1,,1,3,,3,,61,2,1,,2,,,,6,1,8.3158,2
275313,04/16/2014,1,3,Origin,Home,1,Dest,Work,3,2,,1,,,1,,,,2,,,,3,16,3,,1,,1,5,,5,4,87,2,3,,1,3,,1,5,2,8.3158,2
276299,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,8,3,,,1,,,2,,,,,4,14,4,,1,,1,4,,5,6,57,2,1,,2,,,,8,1,9.8636,2
276300,04/09/2014,2,1,Origin,Work,3,Dest,Home,2,2,,2,,,1,,,2,,,,,3,14,4,,1,,1,2,,3,,73,2,1,,2,,,,7,1,13.3261,1
276301,04/09/2014,2,1,Origin,Work,3,Dest,Home,1,1,13,3,,,1,,,2,,,,,3,15,3,,5,Pre Tax Commuting Payroll Deduction,1,3,,3,,74,1,7,Hispanic/Latino,2,,,,8,2,5.52,2
